Address,Category,SubCategory,Name,Url,UrlImage,Price,PriceWithoutDiscount
"Ростов-на-Дону, Орбитальная, 74",Уход и макияж,Скрабы и пилинги,"Скраб для тела Самокат Mango Bumble, увлажнение и эластичность, 250 мл",https://samokat.ru/product/skrab-dlya-tela-samokat-mango-bumble-uvlazhnenie-i-elastichnost-250-ml,https://cm.samokat.ru/processed/m/public/a0a2fea2f266021d_2201075000003-1.jpg,365,457
"Ростов-на-Дону, Орбитальная, 74",Уход и макияж,Скрабы и пилинги,"Солевой скраб Самокат, Comfy Coconut, кокос и сладкий миндаль, 250 мл",https://samokat.ru/product/88029531-dfc9-11ee-b973-08c0eb32008b,https://cm.samokat.ru/processed/m/product_card/1421f563-a3b9-43d7-88ef-80a835982fd9.jpeg,369,469
"Ростов-на-Дону, Орбитальная, 74",Уход и макияж,Скрабы и пилинги,"Сахарный скраб Самокат, Citrus Shine, мерцающий, цитрус и манго, 250 мл",https://samokat.ru/product/96bb04e8-dfc9-11ee-b973-08c0eb32008b,https://cm.samokat.ru/processed/m/product_card/a9d62183-7db4-46fd-92b8-42614e5cca66.jpeg,369,469
"Ростов-на-Дону, Орбитальная, 74",Уход и макияж,Солнцезащитные средства,"Солнцезащитный крем Holika Holika, SPF 50+, PA ++++, водостойкий, с алоэ, 70 мл",https://samokat.ru/product/0faa533c-d222-11ed-b970-08c0eb32008b,https://cm.samokat.ru/processed/m/public/3886c40b05a3b207_0faa533c-d222-11ed-b970-08c0eb32008b.jpg,949,1582
"Ростов-на-Дону, Орбитальная, 74",Уход и макияж,Солнцезащитные средства,"Крем солнцезащитный Гадкий я детский, SPF 30+, водостойкий, 75 мл",https://samokat.ru/product/krem-solncezaschitnyj-gadkij-ya-detskij-spf-30-vodostojkij-75-ml,https://cm.samokat.ru/processed/m/public/f8e023d1ba39930d_4650092453008.jpg,179,179
"Ростов-на-Дону, Орбитальная, 74",Уход и макияж,Солнцезащитные средства,"Гель для тела Holika Holika Aloe 99%, многофункциональный, 250 мл",https://samokat.ru/product/gel-dlya-tela-holika-holika-aloe-99percent-mnogofunkcionalnyj-250-ml,https://cm.samokat.ru/processed/m/public/b81c4413741322bb_8806334370435.jpg,440,830
"Ростов-на-Дону, Орбитальная, 74",Уход и макияж,Солнцезащитные средства,"Лосьон для тела Dove, Сияние лета, с эффектом автозагара, увлажняющий, 200 мл",https://samokat.ru/product/27acc8a6-c271-11ed-885d-08c0eb32014b,https://cm.samokat.ru/processed/m/public/791674cd37775551_8720633006737.jpg,299,498
"Ростов-на-Дону, Орбитальная, 74",Уход и макияж,Макияж,"Палетка теней Vivienne Sabo Metamourphoses Romantique, 02, 12 оттенков, 1 шт.",https://samokat.ru/product/d36143be-4b97-11ec-a0ee-ec0d9a21b021,https://cm.samokat.ru/processed/m/original/216725_1867339132.jpg,219,997
"Ростов-на-Дону, Орбитальная, 74",Электроника,Зарядки и кабели,"Кабель Type-C-Lightning Red Line белый, 1 шт.",https://samokat.ru/product/7200842e-012e-11ee-ae78-08c0eb320147,https://cm.samokat.ru/processed/m/product_card/cf507665-4f48-458c-bc60-42fd6fcd7f24.jpg,249,249
"Ростов-на-Дону, Орбитальная, 74",Электроника,Зарядки и кабели,Кабель USB-Type-C Red Line белый,https://samokat.ru/product/5f505acf-012e-11ee-ae78-08c0eb320147,https://cm.samokat.ru/processed/m/product_card/cfb8525a-b39b-4b1d-b56e-d6ee6be98108.jpg,199,199
"Ростов-на-Дону, Орбитальная, 74",Электроника,Удлинители и фильтры,"Удлинитель электрический Эра UX-3es-3m на 3 розетки, с выключателем, с заземлением, 3 м, 1 шт.",https://samokat.ru/product/udlinitel-elektricheskij-era-ux-3es-3m-na-3-rozetki-s-vyklyuchatelem-s-zazemleniem-3-m-1-sht,https://cm.samokat.ru/processed/m/public/a604e0731382d900_5056183745042.jpg,679,679
"Ростов-на-Дону, Орбитальная, 74",Электроника,Наушники и гарнитуры,"Наушники Red Line SP17, белые",https://samokat.ru/product/041cc645-012f-11ee-ae78-08c0eb320147,https://cm.samokat.ru/processed/m/product_card/4680199d-dcd7-4413-b3d7-3a56bbc56fdf.jpg,249,249
"Ростов-на-Дону, Орбитальная, 74",Электроника,Наушники и гарнитуры,"Наушники Red Line SP08, чёрные",https://samokat.ru/product/100de28a-012f-11ee-ae78-08c0eb320147,https://cm.samokat.ru/processed/m/product_card/5e64f567-2a7b-4516-8c01-7de9a5097bc9.jpg,249,249
"Ростов-на-Дону, Орбитальная, 74",Электроника,Уход и здоровье,"Насадки для электрической зубной щётки Oral-B Cross Action Clean Maximiser белые, 2 шт.",https://samokat.ru/product/e5f02cb8-b9d7-11ed-b109-08c0eb31fffb,https://cm.samokat.ru/processed/m/public/284d35a851a4a151_e5f02cb8-b9d7-11ed-b109-08c0eb31fffb.jpg,1019,1299
"Ростов-на-Дону, Орбитальная, 74",Электроника,Батарейки,"Батарейки GP Super Alkaline, АА, 4 шт.",https://samokat.ru/product/batarejki-gp-super-alkaline-aa-4-sht,https://cm.samokat.ru/processed/m/public/47ee1099edafbbf3_4891199000034.jpg,299,299
"Ростов-на-Дону, Орбитальная, 74",Электроника,Батарейки,"Батарейки GP Super Alkaline, ААА, 4 шт.",https://samokat.ru/product/batarejki-gp-super-alkaline-aaa-4-sht,https://cm.samokat.ru/processed/m/public/aff40e1ae6dc5112_4891199000058.jpg,299,299
"Ростов-на-Дону, Орбитальная, 74",Электроника,Батарейки,"Из Китая: Батарейки Duracell Basic AAА, 4 шт.",https://samokat.ru/product/52740a7f-10e0-11ee-ae78-08c0eb320147,https://cm.samokat.ru/processed/m/product_card/b48b5b2c-bb2c-4a99-82f6-8a647d699430.jpg,349,349
"Ростов-на-Дону, Орбитальная, 74",Электроника,Лампочки,"Лампа светодиодная Ergolux LED A60, 15W (120W), E27, 4K, холодный свет, 1 шт.",https://samokat.ru/product/lampa-svetodiodnaya-ergolux-led-a60-15w-120w-e27-4k-holodnyj-svet-1-sht,https://cm.samokat.ru/processed/m/public/5856cf95fa2d22ee_5cac5004-b2c5-11ed-b109-08c0eb31fffb.jpg,79,79
"Ростов-на-Дону, Орбитальная, 74",Электроника,Лампочки,"Лампа светодиодная Ergolux LED C35, 7W (60W), E14, 3K, тёплый свет",https://samokat.ru/product/7cc8fbd9-b2c5-11ed-b109-08c0eb31fffb,https://cm.samokat.ru/processed/m/public/cda82b7c24b6742a_4895117874417.jpg,77,77
"Ростов-на-Дону, Орбитальная, 74",Электроника,Лампочки,"Лампа светодиодная Ergolux LED C35, 7W (60W), E14, 4K, холодный свет, 1 шт.",https://samokat.ru/product/lampa-svetodiodnaya-ergolux-led-c35-7w-60w-e14-4k-holodnyj-svet-1-sht,https://cm.samokat.ru/processed/m/public/d09f980d14327bb9_7cc8fbe8-b2c5-11ed-b109-08c0eb31fffb.jpg,77,77
"Ростов-на-Дону, Орбитальная, 74",Электроника,Лампочки,"Лампа светодиодная Старт 10 W, Е27, тёплый (75 W), 1 шт.",https://samokat.ru/product/a83da1ed-d918-11e9-9d24-005056030656,https://cm.samokat.ru/processed/m/original/170755981_103710579.jpg,179,179
"Ростов-на-Дону, Орбитальная, 74",Электроника,Лампочки,"Лампа светодиодная Старт Eco Ledglse, 7 W, E14, холодный (60 W), 1 шт.",https://samokat.ru/product/f2a0673c-aa38-11ea-9e08-0050560306e1,https://cm.samokat.ru/processed/m/original/170755977_1385438331.jpg,169,169
"Ростов-на-Дону, Орбитальная, 74",Электроника,Лампочки,"Лампа светодиодная Старт Eco Ledglse, 7W, E14, тёплый (60 W), 1 шт.",https://samokat.ru/product/f8ebe744-aa38-11ea-9e08-0050560306e1,https://cm.samokat.ru/processed/m/original/170755978_1923521617.jpg,169,169
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Авокадо,"Авокадо хасс Артфрут, 1 шт.",https://samokat.ru/product/avokado-hass-artfruit-provereno-speloe-1-sht,https://cm.samokat.ru/processed/m/product_card/b0187aec-ee0c-48bb-8e7a-423895f02e31.jpg,139,179
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Авокадо,"Авокадо хасс Артфрут, 2 шт.",https://samokat.ru/product/avokado-hass-artfruit-provereno-speloe-2-sht,https://cm.samokat.ru/processed/m/product_card/c51c9e44-3a65-4ebb-bd93-c458ed990eb7.jpg,279,359
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Авокадо,"Авокадо, 1 шт.",https://samokat.ru/product/bd3996f6-ef08-11e8-80c5-0cc47a817925,https://cm.samokat.ru/processed/m/product_card/34f34058-38bd-4138-a3e1-874a34c537c5.jpg,129,159
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Ягоды,"Голубика Артфрут, 125 г",https://samokat.ru/product/golubika-artfruit-125-g,https://cm.samokat.ru/processed/m/product_card/af0597cc-8879-493d-874d-88f095dbbb53.jpg,295,295
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Ягоды,"Черешня, 500 г",https://samokat.ru/product/2df01a11-fa98-11e8-80c5-0cc47a817925,https://cm.samokat.ru/processed/m/product_card/fa0f3210-6670-4046-ad31-fc0c1006b524.jpg,399,499
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Ягоды,"Черешня, 250 г",https://samokat.ru/product/2df01a12-fa98-11e8-80c5-0cc47a817925,https://cm.samokat.ru/processed/m/original/276186458_1815763622.jpg,219,279
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Цитрусовые,"Лимоны, 2 шт.",https://samokat.ru/product/limony-2-sht,https://cm.samokat.ru/processed/m/product_card/64388a92-6e12-4131-9d20-16251f84aa61.jpg,69,69
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Цитрусовые,"Лайм, 2 шт.",https://samokat.ru/product/da621601-30cc-11ec-a0ee-ec0d9a21b021,https://cm.samokat.ru/processed/m/product_card/ec22e087-3c53-4225-ae7e-a376087e41a0.jpg,119,119
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Цитрусовые,"Апельсины, 1 кг",https://samokat.ru/product/apelsiny-1-kg,https://cm.samokat.ru/processed/m/product_card/5137e8b5-ac64-4507-bf38-947833d35460.jpg,119,119
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Цитрусовые,"Мандарины, отборные, 600 г",https://samokat.ru/product/mandarin-otbornyj-600-g,https://cm.samokat.ru/processed/m/public/b127eb6c033cf934_2000492062751-1.jpg,149,149
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Цитрусовые,"Грейпфрут, 1 шт., 300-400 г",https://samokat.ru/product/e8f61242-bd10-11e9-bb93-ac1f6b6e023e,https://cm.samokat.ru/processed/m/product_card/33dc6208-fc88-49be-b3ab-d019c380a2a2.jpg,60,69
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Яблоки и груши,"Яблоки Симиренко, 500 г",https://samokat.ru/product/d95baee4-c933-11eb-85ac-1c34dae33151,https://cm.samokat.ru/processed/m/original/80751_663544485.jpg,109,109
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Яблоки и груши,"Яблоки Голден, 500 г",https://samokat.ru/product/yabloki-golden-500-g,https://cm.samokat.ru/processed/m/product_card/a8e8882e-a8ba-4e30-a6e2-3d5800334bbd.jpg,109,109
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Яблоки и груши,"Яблоки Гренни смит, 500 г",https://samokat.ru/product/yabloki-grenni-smit-500-g,https://cm.samokat.ru/processed/m/original/79755_530659854.jpg,119,119
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Яблоки и груши,"Розовые яблоки Крипс пинк, 500 г",https://samokat.ru/product/yabloki-krips-pink-rozovye-500-g,https://cm.samokat.ru/processed/m/original/140524_207608626.jpg,109,109
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Яблоки и груши,"Яблоки Ред чиф, в лотке, 500 г",https://samokat.ru/product/0a065fd6-411b-11ea-a381-0050560306e1,https://cm.samokat.ru/processed/m/product_card/b2c71646-0dc0-497a-a51f-8ca2f320fdce.jpg,109,109
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Яблоки и груши,"Яблоки Ред делишес, 500 г",https://samokat.ru/product/yabloki-red-delishes-500-g,https://cm.samokat.ru/processed/m/product_card/1694436448-2198522000009-1.jpg,119,119
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Яблоки и груши,"Яблоки Айдаред, 500 г",https://samokat.ru/product/db1b0448-ef08-11e8-80c5-0cc47a817925,https://cm.samokat.ru/processed/m/original/298318334_1165343344.jpg,109,109
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Яблоки и груши,"Груши Пакхам, 500 г",https://samokat.ru/product/bd3996c1-ef08-11e8-80c5-0cc47a817925,https://cm.samokat.ru/processed/m/public/9420ece75e28a0d5_2000069957992-1.jpg,149,149
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Яблоки и груши,"Груши Санта Мария, 500 г",https://samokat.ru/product/grusha-santa-mariya-500-g,https://cm.samokat.ru/processed/m/original/89140_1320091598.jpg,199,199
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Яблоки и груши,"Груши Конференция, 500 г",https://samokat.ru/product/grusha-konferenciya-500-g,https://cm.samokat.ru/processed/m/product_card/4c6bf20e-389e-49eb-b4e6-f0033fff499b.jpg,199,199
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Яблоки и груши,"Груши Аббат, 500 г",https://samokat.ru/product/73255272-9f1e-11e9-bb93-ac1f6b6e023e,https://cm.samokat.ru/processed/m/public/7e889fd4b5c6df21_2099999480663-1.jpg,189,229
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Яблоки и груши,"Груши, сезонные, 500 г",https://samokat.ru/product/grusha-sezonnaya-500-g,https://cm.samokat.ru/processed/m/public/7243ff9aaaf3e858_2000000022017.jpg,139,159
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Бананы,"Бананы, 4 шт.",https://samokat.ru/product/banany-4-sht,https://cm.samokat.ru/processed/m/product_card/c18380e6-3b0b-4eca-93d8-16909694c63b.jpg,144,179
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Виноград,"Белый виноград Томсон, 500 г",https://samokat.ru/product/00de5774-3d43-11e9-80c5-0cc47a817925,https://cm.samokat.ru/processed/m/product_card/106a9a92-30c6-4e37-973a-7a48e0496908.jpg,259,349
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Виноград,"Виноград кишмиш, 500 г",https://samokat.ru/product/vinograd-kishmish-500-g,https://cm.samokat.ru/processed/m/product_card/bd8c6bf9-c87d-44b4-ac5b-115ac3aaa869.jpg,229,299
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Киви,"Киви, 3 шт.",https://samokat.ru/product/3fde257e-fa98-11e8-80c5-0cc47a817925,https://cm.samokat.ru/processed/m/product_card/26c20862-416a-4129-bc10-2c59a972724c.jpg,89,89
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Киви,"Киви, 600 г",https://samokat.ru/product/kivi-600-g,https://cm.samokat.ru/processed/m/product_card/58ca581a-d998-4417-958f-85c90b8acd24.jpg,112,149
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Экзотика,"Манго Артфрут, 1 шт.",https://samokat.ru/product/3d2c26f1-7018-11ea-9786-0050560307be,https://cm.samokat.ru/processed/m/product_card/f5c607f1-1e08-4bd3-97c7-bd8b4fe0f40d.jpg,299,389
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Экзотика,"Маракуйя Артфрут, 2 шт.",https://samokat.ru/product/marakujya-artfruit-2-sht,https://cm.samokat.ru/processed/m/product_card/a698827d-6397-4e92-b2ae-25b8357aaacf.jpg,209,209
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Фруктовые нарезки,"Микс Белая дача, морковные палочки и яблочные дольки, 80 г",https://samokat.ru/product/morkovnye-palochki-i-yablochnye-dolki-belaya-dacha-80-g,https://cm.samokat.ru/processed/m/public/b73f469e68997b37_4607017376539-1.jpg,69,79
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Фруктовые десерты,"Фруктовый десерт Сила традиции, персик, 200 г",https://samokat.ru/product/3d7eea0d-bcb7-11ec-b96b-08c0eb32008b,https://cm.samokat.ru/processed/m/original/3d7eea0d-bcb7-11ec-b96b-08c0eb32008b_893826002.jpg,119,119
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Фруктовые десерты,"Фруктовый десерт Сила традиции, манго, 200 г",https://samokat.ru/product/438a190e-bcb7-11ec-b96b-08c0eb32008b,https://cm.samokat.ru/processed/m/original/438a190e-bcb7-11ec-b96b-08c0eb32008b_1280228974.jpg,119,119
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Фруктовые десерты,"Протёртый лимон Домашний вкус, с имбирём и сахаром, 200 г",https://samokat.ru/product/ae56356a-6847-11ee-8860-08c0eb32014b,https://cm.samokat.ru/processed/m/product_card/f6a1a2fa-a7bd-42b4-9a69-f7af6b8cb55a.jpg,119,119
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Замороженные фрукты и ягоды,"Садовая клюква Всегда пожалуйста, заморозка, 300 г",https://samokat.ru/product/klyukva-vsegda-pozhalujsta-sadovaya-bystrozamorozhennaya-300-g,https://cm.samokat.ru/processed/m/public/a9c0836edeed2c37_4631142341650.jpg,259,259
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Замороженные фрукты и ягоды,"Микс фруктов Самокат, заморозка, 300 г",https://samokat.ru/product/smes-samokat-fruktovyj-miks-bystrozamorozhennaya-300-g,https://cm.samokat.ru/processed/m/product_card/208dbcc4-8346-4144-a4ce-ff8981520f0f.jpg,219,219
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Замороженные фрукты и ягоды,"Вишня Мираторг, без косточки, заморозка, 300 г",https://samokat.ru/product/240c3b84-a054-11ec-b0fc-08c0eb31fffb,https://cm.samokat.ru/processed/m/original/143773_1104525420.jpg,235,235
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Замороженные фрукты и ягоды,"Облепиха Всегда пожалуйста, заморозка, 300 г",https://samokat.ru/product/oblepiha-vsegda-pozhalujsta-bystrozamorozhennaya-300-g,https://cm.samokat.ru/processed/m/public/8cdf04a84ddd41a0_4631142341605-1.jpg,179,179
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Орехи,"Фисташки Семушка, жареные, солёные, 150 г",https://samokat.ru/product/fistashki-semushka-zharenye-solyonye-150-g,https://cm.samokat.ru/processed/m/product_card/fc308760-455a-4f50-8f9d-63cccba0637e.jpg,519,649
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Орехи,"Фисташки Самокат, жареные, солёные, 100 г",https://samokat.ru/product/732b3889-2935-11ed-b96c-08c0eb32008b,https://cm.samokat.ru/processed/m/original/102481_18385748.jpg,299,374
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Орехи,"Кешью Сёмушка, жареный, 150 г",https://samokat.ru/product/40f0c92b-5893-11ea-879c-0050560306e1,https://cm.samokat.ru/processed/m/product_card/7c68267d-36ad-4ad2-a645-d6c665204d7c.jpg,475,475
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Орехи,"Кешью Фрукторешки, жареный, 125 г",https://samokat.ru/product/keshyu-fruktoreshki-zharenyj-125-g,https://cm.samokat.ru/processed/m/public/f1743e719d4f24b3_4630056465124.jpg,435,435
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Орехи,"Кешью Самокат, жареный, 150 г",https://samokat.ru/product/50bca391-2935-11ed-b96c-08c0eb32008b,https://cm.samokat.ru/processed/m/original/130467_1116563209.jpg,352,440
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Орехи,"Миндаль Самокат, жареный, 150 г",https://samokat.ru/product/5f6cfab0-2935-11ed-b96c-08c0eb32008b,https://cm.samokat.ru/processed/m/original/153179_600167557.jpg,343,429
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Орехи,"Сушёный миндаль Семушка, 120 г",https://samokat.ru/product/ba377d46-5892-11ea-879c-0050560306e1,https://cm.samokat.ru/processed/m/product_card/07fc4072-1010-4a96-9a1e-d7accf4baf52.jpg,273,324
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Орехи,"Грецкий орех Сёмушка, 110 г",https://samokat.ru/product/5962c812-5893-11ea-879c-0050560306e1,https://cm.samokat.ru/processed/m/product_card/c895a9d3-3d44-4565-b1af-6865ec8df069.jpg,284,459
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Орехи,"Грецкий орех Самокат, 110 г",https://samokat.ru/product/485847b8-2935-11ed-b96c-08c0eb32008b,https://cm.samokat.ru/processed/m/original/173081_1245944914.jpg,358,448
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Орехи,"Фундук Самокат, жареный, 150 г",https://samokat.ru/product/7ad711d7-2935-11ed-b96c-08c0eb32008b,https://cm.samokat.ru/processed/m/original/124962_1549847959.jpg,309,387
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Орехи,"Арахис Самокат, жареный, 150 г",https://samokat.ru/product/01a18e58-2935-11ed-b96c-08c0eb32008b,https://cm.samokat.ru/processed/m/original/159208_984091003.jpg,135,169
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Орехи,"Арахис Семушка, жареный, солёный, 150 г",https://samokat.ru/product/arahis-semushka-zharenyj-solyonyj-150-g,https://cm.samokat.ru/processed/m/original/165003_2035316447.jpg,131,164
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Сухофрукты и цукаты,"Сушёные финики Самокат, 150 г",https://samokat.ru/product/6aaa3a4d-2935-11ed-b96c-08c0eb32008b,https://cm.samokat.ru/processed/m/original/103165_1956606410.jpg,112,140
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Сухофрукты и цукаты,"Чернослив Самокат, 150 г",https://samokat.ru/product/890de999-2935-11ed-b96c-08c0eb32008b,https://cm.samokat.ru/processed/m/original/148972_1963412002.jpg,143,179
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Сухофрукты и цукаты,"Курага Сёмушка, 150 г",https://samokat.ru/product/2bdcddf9-c673-11ea-b7de-0050560306e1,https://cm.samokat.ru/processed/m/product_card/4326be83-455b-41ac-95b9-ec9218d768f4.jpg,180,359
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Сухофрукты и цукаты,"Курага Самокат, 150 г",https://samokat.ru/product/56b5253d-2935-11ed-b96c-08c0eb32008b,https://cm.samokat.ru/processed/m/original/146234_1468862665.jpg,279,349
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Сухофрукты и цукаты,"Смесь изюма Семушка, Джамбо, 150 г",https://samokat.ru/product/5eec0ebc-7d9b-11ea-a214-0050560307be,https://cm.samokat.ru/processed/m/original/124702_1793094913.jpg,192,240
"Ростов-на-Дону, Орбитальная, 74",Фрукты и ягоды,Сухофрукты и цукаты,"Ананасовые цукаты Семушка, кубики, 130 г",https://samokat.ru/product/a89516c4-6380-11ed-b96e-08c0eb32008b,https://cm.samokat.ru/processed/m/product_card/41499cf5-9048-4a11-b2c3-51836be8a235.jpg,195,195
